uuid,manufacturer_uuid,material_uuid,model,selling_lot_size,max_retail_price,currency,website,part_number,updated_at,photo_uuid
17485521-c1ea-432d-b066-0953daceb44d,90a218f0-fa16-4401-88c4-f8feb88cf8e6,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
990eb5e0-e6d7-4454-928e-dc4c35c1132c,90a218f0-fa16-4401-88c4-f8feb88cf8e6,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
b896d267-cdbb-4ba0-980f-80ab34a4cc16,90a218f0-fa16-4401-88c4-f8feb88cf8e6,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
831a869f-5a2c-45a2-9d3f-c662baac334b,90a218f0-fa16-4401-88c4-f8feb88cf8e6,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
77f3ffbf-96ba-4a9e-8f9d-fcf9966b8a41,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6f2bd090-49dd-4d46-aba0-f459256864b0,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
f6eb2aed-4821-4cd7-aa1c-b2d375871865,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6f2bd090-49dd-4d46-aba0-f459256864b0,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
051c4d7a-3754-4d95-a501-38f0134d3c38,90a218f0-fa16-4401-88c4-f8feb88cf8e6,28874bf3-e381-4675-9493-689fd3af09d2,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
c3864720-b8e6-4b94-b110-90bf8c6b147b,90a218f0-fa16-4401-88c4-f8feb88cf8e6,28874bf3-e381-4675-9493-689fd3af09d2,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
cd5aa6a4-a94a-4680-ab95-8850210a3f47,90a218f0-fa16-4401-88c4-f8feb88cf8e6,28874bf3-e381-4675-9493-689fd3af09d2,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
ebf3fc66-3a34-4d7d-83cb-4269061e5281,90a218f0-fa16-4401-88c4-f8feb88cf8e6,d0c0206e-9ae0-42d3-ae2b-d5ebd25b5bd6,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
9a537593-a914-45c3-835a-4f89c73e7b90,90a218f0-fa16-4401-88c4-f8feb88cf8e6,d0c0206e-9ae0-42d3-ae2b-d5ebd25b5bd6,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
00c22cbb-d611-4b05-bfd5-6a51056a37f8,90a218f0-fa16-4401-88c4-f8feb88cf8e6,d0c0206e-9ae0-42d3-ae2b-d5ebd25b5bd6,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
48b3ebaf-c53f-481d-a7ee-c67e600f9748,90a218f0-fa16-4401-88c4-f8feb88cf8e6,26598120-db59-43a4-a17f-5e1196b6493b,FR,1,40,INR,,,2025-12-30T03:30:00.000Z,
21aa34b7-bb75-418e-8982-a1cd579b056b,90a218f0-fa16-4401-88c4-f8feb88cf8e6,26598120-db59-43a4-a17f-5e1196b6493b,FRLS,1,40,INR,,,2025-12-30T03:30:00.000Z,
9635d951-7bd3-4f0b-a438-b6c3417de027,90a218f0-fa16-4401-88c4-f8feb88cf8e6,d2858bc6-874c-4b33-bd19-0a821d301816,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
b141bfaa-3a57-4a03-ac6e-04fd74433a9a,90a218f0-fa16-4401-88c4-f8feb88cf8e6,d2858bc6-874c-4b33-bd19-0a821d301816,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
81c70631-7cef-447d-a206-ffdf0a7970f3,90a218f0-fa16-4401-88c4-f8feb88cf8e6,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
dd022d74-e042-4bcb-be89-8704725d0595,90a218f0-fa16-4401-88c4-f8feb88cf8e6,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
3c23bd04-d87e-4a5c-9126-a2333ce53267,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6fd1301f-6fb6-4c6a-b79e-5241964e99bd,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
95a00a78-2150-4ae4-8818-b29e322aa69f,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6fd1301f-6fb6-4c6a-b79e-5241964e99bd,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
33deb7d7-5d77-4fbf-afc1-b39f3f218b29,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6fd1301f-6fb6-4c6a-b79e-5241964e99bd,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
06a902d4-36c4-48b3-bdf9-ecd6dbc70ac4,90a218f0-fa16-4401-88c4-f8feb88cf8e6,95122212-988a-4b24-9d08-408029c969cd,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
b4ae05d4-ee0f-4836-9104-fe4c56c03b15,90a218f0-fa16-4401-88c4-f8feb88cf8e6,95122212-988a-4b24-9d08-408029c969cd,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
9129d525-f0ea-4fc7-9831-28a3d86fb7e7,90a218f0-fa16-4401-88c4-f8feb88cf8e6,95122212-988a-4b24-9d08-408029c969cd,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
88dedd9f-53ce-4a0a-842c-ec52fab6881b,90a218f0-fa16-4401-88c4-f8feb88cf8e6,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
d83b349b-9b64-4594-9bd7-de79a4ff4eef,90a218f0-fa16-4401-88c4-f8feb88cf8e6,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
812a7952-cbf1-495f-9eda-ce058ae4dbd6,90a218f0-fa16-4401-88c4-f8feb88cf8e6,87fdb6b2-8f24-4305-b419-af528227c307,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
695c85db-f271-4a7a-95e1-0fc847051e54,90a218f0-fa16-4401-88c4-f8feb88cf8e6,87fdb6b2-8f24-4305-b419-af528227c307,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
f7bf4790-eb3d-4e5a-b741-f83d73da9757,90a218f0-fa16-4401-88c4-f8feb88cf8e6,87fdb6b2-8f24-4305-b419-af528227c307,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
8e272d06-c078-481e-91e6-05fa82506740,90a218f0-fa16-4401-88c4-f8feb88cf8e6,1be03227-6379-4788-a4cf-47a4dd4f862d,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
a39e1511-38a5-4881-8ca2-8e6374e70930,90a218f0-fa16-4401-88c4-f8feb88cf8e6,1be03227-6379-4788-a4cf-47a4dd4f862d,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
87f3a901-81a7-4c5a-854e-bef747de50d3,90a218f0-fa16-4401-88c4-f8feb88cf8e6,1be03227-6379-4788-a4cf-47a4dd4f862d,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
78ecaf4a-5e8a-4047-a176-c85992e89c32,90a218f0-fa16-4401-88c4-f8feb88cf8e6,c4e1ec08-5d22-4682-b846-290216d83271,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
a5843d79-46fd-4159-b384-edb1cff43cde,90a218f0-fa16-4401-88c4-f8feb88cf8e6,c4e1ec08-5d22-4682-b846-290216d83271,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
480aefaf-5540-4aac-96d0-152aab4bb30e,90a218f0-fa16-4401-88c4-f8feb88cf8e6,c4e1ec08-5d22-4682-b846-290216d83271,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
8cf4cda5-6520-4cdc-934d-4ebe2465f76e,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2753af18-a5f4-49bd-a45a-af1d15e7c4c8,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
d35e9f2d-463b-4cf3-8046-044d18e87731,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2753af18-a5f4-49bd-a45a-af1d15e7c4c8,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
1987e687-8564-4045-a5ed-883dcec31421,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2753af18-a5f4-49bd-a45a-af1d15e7c4c8,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
48302378-f443-4637-a100-b3b48576b5fb,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6416016c-8f1c-4ffc-b843-58e4d807462e,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
e7becd8c-2db1-4fc8-afde-357e8b6d4c8b,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6416016c-8f1c-4ffc-b843-58e4d807462e,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
f659d24b-f619-4d8f-b7f2-96b3ab57ded8,90a218f0-fa16-4401-88c4-f8feb88cf8e6,6416016c-8f1c-4ffc-b843-58e4d807462e,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
0c6d3d0d-b031-44c6-8c49-26492ec54c81,90a218f0-fa16-4401-88c4-f8feb88cf8e6,57a1c794-fb63-4218-961d-c0b77e6596a9,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
8ac531dd-2c06-40c5-8894-6ca6982a2011,90a218f0-fa16-4401-88c4-f8feb88cf8e6,57a1c794-fb63-4218-961d-c0b77e6596a9,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
156a44f6-f78f-4104-83cb-3e48ab0364a0,90a218f0-fa16-4401-88c4-f8feb88cf8e6,57a1c794-fb63-4218-961d-c0b77e6596a9,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
100dac1b-88e4-4254-b20c-0721429c268c,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2d7d7e4a-3148-4a00-b3a8-84709d7d45f2,Penta,1,40,INR,,,2025-12-30T03:30:00.000Z,
13f24663-9d1f-43be-a4ef-8a23f8e57238,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2d7d7e4a-3148-4a00-b3a8-84709d7d45f2,Roma,1,40,INR,,,2025-12-30T03:30:00.000Z,
a6c585d5-1f0f-467a-85fc-ed5bb41a539f,90a218f0-fa16-4401-88c4-f8feb88cf8e6,2d7d7e4a-3148-4a00-b3a8-84709d7d45f2,Woods,1,40,INR,,,2025-12-30T03:30:00.000Z,
83cd95b6-c8dd-49dd-bfa1-b79843dae417,049f426f-cb59-40f6-a741-c6c71f0dc51d,9ad6917c-046a-4f47-9503-b43c20e6216f,FR,180,111,INR,,,2026-01-01T18:18:36.479Z,
8def3834-e26b-4697-b5dc-e66e2afc5ba9,049f426f-cb59-40f6-a741-c6c71f0dc51d,9ad6917c-046a-4f47-9503-b43c20e6216f,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
f0460f60-cc3e-46d9-a238-4ada2487d59d,049f426f-cb59-40f6-a741-c6c71f0dc51d,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
ff55ab2f-47ff-4e0a-842a-05b771e7ac3e,049f426f-cb59-40f6-a741-c6c71f0dc51d,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
6c5cdbf6-f191-48b9-bf1e-9969d7437bb8,049f426f-cb59-40f6-a741-c6c71f0dc51d,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
30b6b78f-a38c-4bcf-98cd-f1ac90582eeb,049f426f-cb59-40f6-a741-c6c71f0dc51d,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
f06699f3-ddaa-4d87-9eea-675928786d11,049f426f-cb59-40f6-a741-c6c71f0dc51d,6f2bd090-49dd-4d46-aba0-f459256864b0,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
7c292237-3d25-4173-a71c-5de5a241cb8c,049f426f-cb59-40f6-a741-c6c71f0dc51d,6f2bd090-49dd-4d46-aba0-f459256864b0,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
22dcd56c-5622-4346-bbd1-3977d25734c1,049f426f-cb59-40f6-a741-c6c71f0dc51d,26598120-db59-43a4-a17f-5e1196b6493b,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
e82c4d31-f260-47d2-a575-e1ab4fa775db,049f426f-cb59-40f6-a741-c6c71f0dc51d,26598120-db59-43a4-a17f-5e1196b6493b,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
323d82f3-c877-453d-9dd1-c1a8c919efdd,049f426f-cb59-40f6-a741-c6c71f0dc51d,d2858bc6-874c-4b33-bd19-0a821d301816,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
4b6371a3-3426-43b6-bbd9-f5845f597c27,049f426f-cb59-40f6-a741-c6c71f0dc51d,d2858bc6-874c-4b33-bd19-0a821d301816,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
8727d9d9-fc89-43e5-a9f2-08f18c2cb861,049f426f-cb59-40f6-a741-c6c71f0dc51d,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
6df2a8a5-1275-4dfc-bcf3-d26a74031c3d,049f426f-cb59-40f6-a741-c6c71f0dc51d,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
af7cf206-9868-426c-bc34-4a78fec19333,049f426f-cb59-40f6-a741-c6c71f0dc51d,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FR,180,40,INR,,,2026-01-01T13:23:48.509Z,
2fc4689f-ca00-4c59-bfef-63679bc376f3,049f426f-cb59-40f6-a741-c6c71f0dc51d,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FRLS,180,40,INR,,,2026-01-01T13:23:48.509Z,
d9903937-7676-4327-8aed-119655461b20,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,9ad6917c-046a-4f47-9503-b43c20e6216f,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
9f967c69-44ac-482a-909d-773ae76b813e,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,9ad6917c-046a-4f47-9503-b43c20e6216f,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
8bd2dade-35f9-42c0-ac29-dbb80cc40972,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
afc8d4fd-8bdd-4ae3-b8f2-d0937b0635c6,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,18489a99-ce77-491e-9eb5-cb6a4e8c4aae,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
3495ea34-6ec2-4b90-9587-727dcde8a21a,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
21f91a53-fdcb-458d-9999-a70de3f7adde,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,4cdd641a-08ed-4e2a-897c-d0caf17bfb1d,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
74b8f991-95a6-4d27-96b6-e3967e0a1a38,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,6f2bd090-49dd-4d46-aba0-f459256864b0,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
cb9eb1a7-cab9-493a-91c0-85d13fca24e7,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,6f2bd090-49dd-4d46-aba0-f459256864b0,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
e0d3f0e4-91ea-41a8-ae49-4ef058cabc05,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,26598120-db59-43a4-a17f-5e1196b6493b,FR,1,40,INR,,,2025-12-30T03:30:00.000Z,
eed04a53-814f-4616-bd9b-dcc888d992ec,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,26598120-db59-43a4-a17f-5e1196b6493b,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
64f80748-c335-401c-b94c-d3dc9247d5c1,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,d2858bc6-874c-4b33-bd19-0a821d301816,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
9605f9ce-2933-4252-b66a-48820bc6fc3f,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,d2858bc6-874c-4b33-bd19-0a821d301816,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
d5a19e38-1085-4b17-ad92-8ec320e96417,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
00d37c4e-d052-4288-a553-9f8f53ecbef1,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,a4b21753-2581-4326-9e1f-39e16d6d4b2d,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
0ac050f7-b797-47af-9431-b6a9494f8ead,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FR,180,40,INR,,,2025-12-30T03:30:00.000Z,
bbede21e-b51d-45fe-947c-799c575e9ac7,e8b1c0a6-6fe1-4ddb-bfab-18db14c83d99,08fb6a91-8c90-40dd-b32c-14953f88ddf7,FRLS,180,40,INR,,,2025-12-30T03:30:00.000Z,
9e96d2f8-b118-465e-b150-dd3d51f2315f,34ded3f1-af56-4e54-9c82-9eee4994d750,e1a071da-3418-48bf-bb6a-7882d2fc6d22,Metal,1,40,INR,,,2025-12-30T03:30:00.000Z,
15278885-a3f5-4b60-839f-5ddb78f63f49,34ded3f1-af56-4e54-9c82-9eee4994d750,e1a071da-3418-48bf-bb6a-7882d2fc6d22,PVC,1,40,INR,,,2025-12-30T03:30:00.000Z,
87e619c3-52e7-4370-842f-dc170e3188a6,34ded3f1-af56-4e54-9c82-9eee4994d750,e709988d-5de7-4963-8a5f-715fdb82493f,Metal,1,40,INR,,,2025-12-30T03:30:00.000Z,
62bdebc0-6059-44c4-9ee6-d71f819e3adb,34ded3f1-af56-4e54-9c82-9eee4994d750,e709988d-5de7-4963-8a5f-715fdb82493f,PVC,1,40,INR,,,2025-12-30T03:30:00.000Z,
f1369b2a-8fe7-4c27-a3e5-77d5645b9531,34ded3f1-af56-4e54-9c82-9eee4994d750,c5b2239e-f60a-4603-bcc9-f402c027bdaf,Metal,1,40,INR,,,2025-12-30T03:30:00.000Z,
45bdb7d3-1620-411c-ad31-5d91842d9170,34ded3f1-af56-4e54-9c82-9eee4994d750,c5b2239e-f60a-4603-bcc9-f402c027bdaf,PVC,1,40,INR,,,2025-12-30T03:30:00.000Z,
f71ad5da-6c88-4d6d-9392-9464d7815b16,34ded3f1-af56-4e54-9c82-9eee4994d750,28874bf3-e381-4675-9493-689fd3af09d2,Mosaic,1,40,INR,,,2025-12-30T03:30:00.000Z,
dffead44-350e-47f4-a670-2aef94d9ebcb,34ded3f1-af56-4e54-9c82-9eee4994d750,28874bf3-e381-4675-9493-689fd3af09d2,Mylinc,1,40,INR,,,2025-12-30T03:30:00.000Z,
a20a7acc-58ff-4867-8e42-1886ae698495,34ded3f1-af56-4e54-9c82-9eee4994d750,28874bf3-e381-4675-9493-689fd3af09d2,Myrius,1,40,INR,,,2025-12-30T03:30:00.000Z,
